text,label
@sosoo9z Ayo spill alamat rumahnya biar ditandain rumah pelakor di Google Maps,1
@harunatsude @alfvxxs Jadi mukanya udah pada ke spill belom nih?,0
@fprenky blmm mana lo ada?? spill di wa dong,0
Tolong spill aja kak nomer wassafnya,1
Couple an strap phone tapi gamau spill potonya ‍️‍️,0
@myoonimous Anak rl ini kak kayaknya sih baru sebar di WA lagi soalnya hahaha ,0
@ksyanitaa coba spill di wa ada apa ,0
@pangereen poto ak jele ko disebar sebar,0
WOI TOLONG JANGAN SEBAR POTO JK IHHHH,0
@BarcodeTin Spill muka anaknya dong,1
@hdwrsj @ralnahir //. BJRIT AGAK STRESS. SPILL SENDERNYA MAU GW DOXXING ALAMAT RUMAHNY,1
@unmagnetism spill mukanya anying itu ngeselin,1
@rahmache @tanyakanrl Takut buat sebar foto pribadi soalnya,0
Spill lagi foto yg lain dong ,0
@yordunk @sbtland SPILL NOMOR BIAR DI SERANG RAME2 INI GUA PERNAH ANJRIIITT CUMA BEDA NYA SAMA TEMEN GUA DULU PAS SMK GUA AMPE RIBUT DEPAN RUMAH NYA AMPE GUA KATAIN DIA MALING KAGAAK MODAL Di ganti ama bonyok nya 2x lipat jadi nya,1
Weh bgst ada yg sebar nomor gua njeeeng,0
@dhelindaw Spill kakk mukanya,1
@titrasiobat Wah spill dong zis datanya,0
@tanyarlfes Spill mukanya kek gimana biar kita dijauhkan sama orang yg begitu ,1
@deobyzone Spill gak yg td foto the virgin sm dk,0
@_Billans Spill dong kak nomor wa nya,1
@buttermilkbubu Spill di wa ku saja wkwkw,0
@AlpacaEnor kak spill no rek atau data pribadi nya,1
@_artaruke Spill ajaa akunnya atau nomornya,1
spill keranjang nomor 12 kak,0
@rriverqi WA ini ni minimal kasih spill kak,1
@tanyarlfes Spill nama dan KTP lah,1
@nLymsss Spill foto orangnyaa juga lah,1
Spill foto anaknya kaliii,1
Spill foto kamu sama yang beda KK https://t.co/ERMh2cBFMm,0
@berryloveyu mau spill dong nomornya,1
@dabeums aku juga gatau keknya blom ada yg nge spill muka aslinya deh,1
@tanyakanrl Spill dulu dong nomernya biar w mutilasi beneran,1
@tanyarlfes spill panggilan di rumah me : saya - ibu - bapak saya berangkat ya pak bu. ,0
@taeraenemy Vgzt itu mah foto gw... Jangan sebar hoaks bisa?.. ,0
@meiotdy kemaren dia ngeshare data pribadi orang di twitter terus di serang sama fans dia orang nya.,0
@tanyarlfes spill alamat nder kita silaturahmi,1
@wordfangs mau di spill NIK nya gak nieeehhhh wkwkwkwkwk,1
@nLymsss Woyy lahh spill KTPnya,1
@fear_thedy Spill fotonya,0
@salmaaaaff Nomer nya sebarin akak,1
@ofEnchantedly EH kata lu spill muka nya jam 7 kok masih jam segini udah lu spill?,0
masa perlu gw spill alamat wh nya biar tau first hand nya siapa ga mungkin kann,0
@timpenguinnas Spill dong identitas aslinyaaa nama asli+foto,1
@INDONE51A Spill sosmed lah alamat rumah nya juga kita teror...,1
@thunderflashbar spill fotonya skrg,0
@Askrlfess Spill muka cowonya juga dong. Yg dalah kan 22 nya. Jgn menjurus ke 1 orang nya aja... Biar sama2 manteb di bully nya...,1
 lagi pengen lihat yang sejuk-sejuk. Spill foto kamu pas lagi main di alam ,0
spall spill spall spill muka lu kyk aspal bau sikil https://t.co/lbZY4x14pj,0
@kangdede78 Foto Menhan diblurin buat spill lainnya!!! Lu komisaris negara mana sih bro????,0
@hazelnoode Muka aku gampang merah2 spill pake apaaaaa,0
@kegblgnunfaedh spill foto tersangka!!!!!!,1
@Azeinobert Spill no wasapnya.,1
@lullaabiest kaa spill nomer nya dong mau aku blok:(,1
@andwifaa @Pekikilan_ @ariesbuno berani gak spill foto SMA Vs Sekarang?,0
Woww ini dr wa ada yg spill se mukanya,0
@Bunga_JyKesuma @Restty_cayah Spill apa? Upil kali lu spill data KTP nya si jajang bisa gak? ,1
@aldopradd Ga bahaya sebar foto fullface gini?,0
@erlanishere Spill nomer WA dia mas mau ngerujak jg saya.,1
@jujukyng Kok cuma ceweknya yg di spill? Muka lakinya mana?,1
Coba spill nomor seniornya ..,1
@txtdrikurir spill atuh nama alamat dan nomor handphone nya biar bisa diberi penambahan wawasan oleh netizen...,1
@sarah_suhan @DeHoutman_id Ky kontol spill alamatnya dong,1
SPILL GA!! MINIMAL FOTO LAH GUE JG PEN LIAT ,0
Spill lokasi rumahnya dong? Kita grebek aja.,1
@gingerminz Bukan itu dari akun yg g sengaja nge spill foto jimin ituloh yg diapus. Nah dia posting itu,0
Dadang Buaya Kembali Bikin Onar Dulu Serang Kantor Polisi dan Koramil Kini Bacok 2 Warga Baca selengkapnya di sini: https://t.co/GwT0GWGSMp https://t.co/DyL29ApsAm,0
@tanyarlfes Spill nomer sama mukanya coba,1
@0711Crew Spill aja nomer nya itu biar ngeheng hp nya di teror banyak orang hahaha,1
@id_fm Ada foto si rahmat yg gendong anak sama nurwin jg di spill gak ya ,0
@coolkasbatusial @syrfhdytllhx @Askrlfess Kenapa foto bapaknya sender ga ikut di sebar kan yg selingkuh 2 orang?,1
@Ritafauzh kalo ada ibu EN sm mbak MER pasti udah di serang ini foto..,0
@reyreziz eh pls spill kamu bikin pas foto di mana,0
@Askrlfess Netizen Insta &amp; Twitter sejagat Indo ngga ada nih yg spill muka bokap &amp; ibu tirinya si R ini? Gor*k social status mereka sedalam-dalamnya sampe mereka ngerasa mereka better gali lubang utk sembunyi,1
@tanyakanrl klo ada spill dong muka senior nya kek gmana sih jdi kepo deh,1
@kegblgnunfaedh Seharusnya di spill juga dong MUKA ANAKNYA.....,1
@_lilxbunny spill nomernya dong kaa takut,1
spill semua fotonya kakkk #텐버블,0
@astronuth eh u abis kena serang juga ya grgr drop foto tk ym u bukan sih ,0
@tanyakanrl Spill muka sendernya.,1
@PartaiSocmed Spill nomernya tum mau silaturahmi,1
@tvOneNews Yang nunggu wajah dan akun sosmed kades nya di spill,1
Bgst. Yg kayak gini nih pantes di spill muka orang2nya. ,1
@kelinciau yan gaya nomor 2 nanti spill ya yan,0
@tanyarlfes SPILL DONG MUKANYA KALAU KETEMU JAMBAK,1
@cokijancok Aku aku spill wa,0
udh di spill fotonya minimal spill nama,1
@mdfthhhh @geraalldooo di spill fotonya ga min,0
@astronoust spill lach mukanya,1
@tubirfess Gak ada yg mo spill muka keluarga cowoknya gimana kah ini setelah bikin bayinya meninggal? ,1
@rnnjyyi coba aja hidup ku sebar di setiap sudut rumah kak,0
@panggilajabe ah yg bener spill dong muka bnyk tuh siapa,0
Baru saja mengirim foto @ @cisait Kragilan Serang https://t.co/0Zo3gGjBxE,0
@earthlyes Kalo aku jadi kamu.. Foto nya ku sebarin deh ehehehe..,1
@tanyarlfes MCU sih jelas...hari gini orang nggak tau ngapain aja sama pacarnya sama yg bukan pacarnya jg Mukanya napa gak di spill aja mbak.. biar dunia tau,1
Ayo spill siapa lagi yang punya foto itabin keluarkannn,0
@aaaaaaaannggggg @convomfs Muka ang kek mana emang coba spill wkwk,0
mba spill fotonya pls https://t.co/Vk3cQcDzj7,0
@Serenad26012954 Spill dong foto foto nya lagi bre..,0
@noxiouss12 Spill nomor bleh ga ? Mau silahturahmi.,1
KLW KENA SPILL AK GANTI AKUN TWT + NOMER WASAP,0
Di spill aja data bapa2 yg bilang tanggung jawab bersama itu,1
@kvidult affh iyh?? tapi maaciiw spill foto manyunmu dongg,0
@lalalunardove belum kaaa aku malah lagi pulang ke rumah ortu di serang wkwk,0
spill nomer wa mu nanti aku benerin wa nya. aku bisa kok,0
Serem jancok plis spill aja orangnya muka alamat semuanya spill!!!!1!!1!1!!,1
@fbrnnyeaa_ ada yg spill trus pas dicek ada tapi gatau beneran apa engga cuma ada postingan foto dia tahun 2013,0
@p9onuk mjb plis spill nomornya ka sangat merasakan ,1
dia lagi spill nomor WA RL ,0
@spiderlucc katanya ke doxxing brooo smpe alamatnya jg,0
@sbmptnfess ini orgny yg mana nder spill lah ya mau ku lemparin tai mukanya,1
Ditunggu spill an fotonya kak,0
@glitterdob jgn sampe gue spill alamat sekolah lu https://t.co/tPnyrt946T,0
@nissa_tri92553 @discountfess yah telambat sudah ke spill alamat dan no telpnya ,0
sempet foto sihh cuma ak ga berani spill disini ga berani klo spill2 orang disini,0
@detikcom Nggu netizen spill orang dan alamat nya sampe medsosnya...,1
@noire172 Kalau si glo sih dominan muka serang nya. Wkwkwk,0
SPILL FOTONYA BISA KALI https://t.co/RxqlXf7mnu,0
@tirtaray3 Spill muka kamu dong kak,0
ORDER WA: 0812-7571-3754 Distributor Flimty Fiber Cilegon Serang Apakah kamu mengalami perut buncit dan susah BAB? Flimty Fiber donk,0
@cxhiori KWKAKAKAK udah kena spill mukanya tapi ak masih ada foto dia yang lain :V,0
@conemixue Spill mukanya biar gw hantam,1
@venieys Aaa gabernai spill muka xixi,0
@thymineisuracil spill muka nya dong kea nya semua org didunia ini benci dia,1
@tanyakanrl Spill muka pelakornya,1
@Lethsee Spill ig da nomornya miss wkwww,1
@kegblgnunfaedh Nomor polisi nya spill juga dong wkwk,0
Spill rumah gege GUE MAU PROTESSSSSSS,1
Jhaaaaaa spill nomor bapakmu @rhadines,0
@wargatwitt Spill foto nya mas,0
@tempodotco Yang nglaporin spill mukanya dong!,1
@tanyakanrl Ini gak ada yg spill muka laki dan bapaknya kah?,1
Kenapa harus diblur sih mukanya? Sebarin kalau perlu seluas luasnya.,1
@afiqzulfikar14 @gilangpwardhana @Raditdonny @elegantegotists Stalker mah wajar kali selagi gk nyebutin ini itu. Yg gk wajar tu nge doxxing kyak ente. Nyebarin data orglain. Ada lho itu pasalnya,0
Foto lain dong oyyyy ini udah ke spill ,0
@iyasehun okk nanti jia spill nomer telfon rumah jia yah ,0
@tanyakanrl nder spill nomernya gpp. dia aja neror km,1
@Pai_C1 Spill lah muka orangnya,1
@hiwigOooagain Nunggu ada yang spill mukanya si cegil :D,1
@Verandagh Spill dong kak verandgh yg nomer 3 atau yg lain,0
@lavieestbeill @tanyarlfes Spill dong foto ktpnya,1
Tak relekkk ehhh rumah kena serang babahaha,0
@mrshoshi06 Ger klo ada foto mukanya mending spill aja biar dihujat se RT deh :/ jelek bgt sifatnya,1
@Askrlfess Istrinya tau dan diem aja sampai cerita ke orang lain buat spill sekalian muka lakinya juga spill,1
PLIS MAU BGT SEBAR SEMUA FOTO FISAH DI HP AKU WKWKWK,0
@ditanyaan spill nama dan alamat aku bawakan badannya &gt;:(,1
@igakumala77 IYAAA KAMU HAPUS JUGA TWEET YG INI YA. MUKA NYA KE SPILL ITU,0
@erigostore spill mentahan fotonya dong min,0
serang nomornya gais!,1
Ini nomornya bisa di Spill ngak sih,1
BENERR gw kagettt kek ????? tp buna spill di sec acc nyaa + sg foto sm zize yg bikin GONGGG,0
@tanyakanrl spill nomornya biar netizen silaturahmi,1
@sbtland Gua yang bukan k-popers aja gedek banget anjir mana di vidio songong banget anjir spill mukanya aja nder biar terkenal tu manusia ,1
Nomor gua baru yg tau nomor ku cm org yg aku percaya aja. Eh tbtb ada nomor yg gadikenal sebar undangan bgni untung ada twitter jd tau gausa asal ngeklik https://t.co/a84Iyvc6aF,0
@unigqlo kok ga di spill mukanya ,1
ganteng bgt spill nmor wa org tuamu dong https://t.co/2pvJUiMXMa,1
karma sebar foto jelek,0
trs sama mas mansur ditawarin wa ku anjgg trus aku marah lah kocak kau pikir aku ni apa nomor disebar sebar gtu ajg,0
@blackshark_7890 Spill tuh orangnya alamat rumah na pisan. Alamat gawe na juga. Biar segera di jemput.,1
@sosmedkeras COK JANCOKKK MATANE KONTOLL LANANGAN TAEK COKK. Mbak nisaaa gausah di sensor mukak si kontol itu mah spill aja mukanya itu sama si lonte itu spill ajalah. Allah maha pemaaf netizen tidak,1
@kurawa Siapa tau d tanya mana data nya nih gua spill sumbernya CNBC ya https://t.co/zrOoSruPxd,0
@righteouskzzz sudah ku spill di wa,0
@beefzax_ Spill foto abu dooooonnnggg,0
@UNSfess_ Jd penasaran sm mb nya spill fotonya dong yg punya ,1
@convomf Spill nomernya biarkan kekuatan tangan netijen yang bekerja. Soalnya kalo dilaporin ke isilop belum tentu diurus.,1
@callmegril Spill aja wa nya wkw,1
@821beeee berarti doksing siapa yg blom pada tau mukanya,0
@thurdastorm BENTAR GUE SPILL DI WA,0
@kegblgnunfaedh cba di spill geh muka suami istrinya yg ngotot biar adil,1
@Askrlfess sebar nomornya nderr pgn gue maki²,1
@tanyakanrl Halah halah kntol spill muka nya nder,1
@imcaer Inisial wkwkwkwk ayo spill aja muka nya ,1
@haffellay spill tempt alamat,0
@mbak_kurrr @convomfs itu nomer real kak bawahnya masih panjang wkwkwk aku spill sedikit aja,0
@UNIkathyy Spill isi dompetnya nik? wkwkwk,0
@JhonSitorus_18 Spill muka bapak nya yg katanya politikus itu,1
@kangdede78 Siapa yang wa...spill dong,0
@UNSfess_ Sebar nomor sini nder,1
Kalo mau spill jangan lupa sensor nik ya seng,1
@turtIev w literally udh sering post foto di akun ini aph yg luhk doxxing,0
@BeatofRhythm Gue sebarin ke grup WA komplek min.,0
@rsprkcy takut diaa mukanya udh ke spill,0
@ifdanuril Spill foto Paul ngedumel aku gaakan dengerin kamu ya #NyomanPaulXAndiRianto #NyomanPaul,0
gua baru liat oik ganteng bgt spill nomer bisa kak? https://t.co/5mdiXoEafq,0
@I1xorA @PartaiSocmed Kok bisa ngancem sebar foto emng bisa smpe nge akses daleman HP kita apa di hack??,0
@tanyarlfes Spill muka penontonnya,1
bisa spill no wassafnya gk kak? ,0
@jjaeokkie spill wa gasih,1
@jcseun Tapi gw ngerinya nomer 2 sama 3 emg sekubu tp td mlm malah saling serang.. dibuat gitu kali ya,0
@coIde4m0 Sebar ke group WA,0
@starfess eh nder kok km sebar-sebar foto suamiku??? ,0
@dsskwln Developer rumah cii? Spill nama developer nya ciii.. Hehe jd takut,0
@tanyakanrl Spill muka si so jagoan,1
@didi_andriani spill di wa wkwkwkwkwk,0
@Debby_Serang Hayy..nmr wa k...,0
@jackhubneeer kok foto pribadi di sebar sebar begini,0
@heartofgemine NTAR SPILL FOTONYA YA SENG,0
mau lacakin lokasi hp suami apa minta tolong doxxing orang nihh tweet dari 3 hari sebelumnya kok kaya gak panik panik amat,1
@bbeansyy Spill nomer gerry biar kita spam rame2,1
@mulaiajedulu Spill rumahnya,1
Ini udah ga ada spill an foto lagi???,0
@zaackyfaa Sebar foto yg ga disensornya ga yaaa,0
Spill cemilan yang kudu ada di rumah,0
@convomf Spill muka nya anjing paling cantik cm ibu lu yg bilang udh sok kecakepan sana sini,1
@convomf skrg coba no wa nya si rin sebarin aja kak hehe,1
Foto terus sebarin ke wa keluarga,0
@kavrinaw GAK NGERTI LAGI GUE SAMA LU DAHHHH MANA SPILL FOTO LU PAKE ADIDAS,0
 ayo spill ava wa mu yg kece itu dong,0
Mau spill foto gua gak nih? @helloricko,0
@lacimolala326 Ada yang spill nomernya,0
Spill anjir nomornya,1
@convomfs Spill muka selingkuhannya dong,1
@kim_yuseok1 @tang__kira Spill foto nya kak,0
@doorecmi spill nomornya kak mau aku block,1
Ga ada yg mau spill data pribadi masnya kah?? ,1
@dhiirraa Spill mukanya dong cantik,0
jikook di nyc 3 hari gaada niatan mau spill foto kah minimal satu aja ,0
mungkin kalian ada yang kenal fira nah bisa tuh dikasi tau dia udah di spill dan bakal disamperin ke rumahnya hehe siapatau mau sembunyi di ketek bapaknya lagi,1
@sbyfess Sebarin nomernya biar kita sama2 teror dia,1
@dandelion_urs Coba spill nomer ortunya si irul biar warga X aja yg nanyain,1
SPILL FOTONYA https://t.co/MGzrybKXCE,0
@Froyo64 @SalimYemi @DeHoutman_id @seringham62617 @fmn99_gaming @de Sebar aja alamat lengkap doski biar makin panik,1
Mbaknya spill muka aslinya dong.... biar tahu secantik apa sampai bisa ngehina orng kek gini....,1
@convomfs Sebarin nomernya aja nder org tolol kek gitu wkwkwk,1
@Heraloebss 7 tahun lohhh! harus di spill muka para iblis ituu,1
@pudingflaa bsok ak spill rumah ak yhhhh,0
@tanyarlfes spill dong mukanya biar ak bisa menjauh,1
@ofNepenthe leh sini spill usn alamat nama guru nama tetangga nanti langsung ku sat set sat set hokya hokya,1
@__voidddd__ Spill temennya bg sekalian nomor ofc nya,1
@26_61_04 spill no wa nya kak biar di serang ama netizen huft,1
SPILL FOTONYA JEN CEFATTTRR https://t.co/vjSF5I9b5t,0
@humanhatredd spill mukanya dong kak,1
@PiakRaden terus ngapain sebar foto???,0
@nilawputrii Spill mukanya alamat rumahnya keluarga2nya. Biar perempuan lain aware mbak. Yg begini kudu dispill,1
@txtdarigajelas Spill nomor nyaa,1
@tanyarlfes Ngapain dia sebar nomor HP?!,0
@18fesss Sebar aja ga si nomornya? Ini isilop pada knapa dah? Bikin naik darah terus anj,1
@mlbbfess Harusnya foto yg ngetoxic-in lu sebarin nder biar viral tolol lalaki teh,1
@infojakarta Ga usah diblur. Spill mukanya! Model2 curut sok jago begini musti dirujak sampe kena mental.,1
@kegblgnunfaedh Spill muka ortunya biar gw sobek2 mukanya. Sekalian laporin ke KPAI.,1
@tanyakanrl Spill nomor ny nder biar di serang sm netijen itu udh penistaan anjr,1
@mariberdisko @eideticasein doxxing alamat coba..,1
Spill fotonya kack https://t.co/T1f6r38tCq https://t.co/CX7rclggFg,0
@zacharyIim Spill foto bayi kalian.,0
@lalachyann Spill aja lokasinya biar rame2 datangnya pengen ikut lihat muka pembully bertahun2..,1
@lovinwinwin ko nomernya di sensor ka? kalo jd kmu jangankan nomer kalo perlu akun twtnya spill sekalian,1
@tang__kira Spill foto gurunya ,1
@pumpkinxxi Spill tarif ama kontak wa plis,0
semoga ketemu kalo aku bikin slebran foto rindu aku sebarin ke rumah di komplek,0
@/Wang Zihao spill fotonya donggg ,0
@SheilaJulianti1 hii kakk spill details yuk di bio wa ku,0
@perkasa_121 Spill foto cewenya,0
 mana suara netijen indo yg mau serang wanya tentara letoy nih nomor ada di akun https://t.co/yvi2WoMWzc,1
Tergabung sama bapak-bapak jahiliyah di Grup WA kalau ga ngejelekin pemimpin ya sebar hoaks.,0
coba spill muka lu nder.,1
Paling gedeg klo debat ama ibu2 lulusan sd njirr gamau kalah spill muka ibu n anaknya,1
@polkawoka Sebarin nomornya ke grub gay aja,1
@Eglantiny lo ancem sebarin ktp kalo gak di lokasi 10 menit dr skrg,0
SPILL FOTONYA MILK,0
Kuyy Serang Fair https://t.co/hrecLW8KcQ Cek WA Pelita Air Gibran Habib Umar BEM UI Semarang Kota Serang,0
. spill foto hiling kalian hari ini dong,0
@zizuambis spill nomernya dong kak mau silaturahmi,1
@sbmptnfess Spill no wa dia nder mau silaturahmi,1
AYO SPILL POTO NYA AKU SIAP DI TAMPAR POTO PERTHTALAY ,0
@kristoimmanuel Spill video dashcam nya dong kak biar orang pada lihat muka tuh bukibuk dan komplotannya,1
Jurusan gua ini wakakakak no spill but gitulah hidup untung udah siap,0
@KalaPramudya Spill muka Madun. Kalau gak cantik gak mau katanya.,0
@NyaanLixx iya duh nanti aku spill deh kalo dapet poto nya,0
@yoshbi Aslinya mau spill muka ct :p,0
@tanyakanrl spill mukanya nder pasti kayak gagang pintu kan,1
@mynameispolca @Askrlfess Spill lah mba no wanya ig,1
Eh yang kenal spill dong mukanya,1
@26_61_04 @rest_areamu Spill aja mbak foto ig WA dkk nya,1
@menddingdongz @dongnyangies keknya mesti spill tgl lahir di ktp biar orang orang gak trust issue,0
@l88052 Spill kak + no hp di tag juga,1
spill alamat rumah nder,0
Spill muka gak ngaruh,0
@kegblgnunfaedh spill aja nomornya sekalian,1
@mahaecupid Spill semuanya akun ig utama alamat rumah jg,1
@26_61_04 Spill nomer wanya mbak biar kita silatuhrahmi ,1
spill anjir spilll enih muka suster sikopetnyaaaaa viralin plis harus masuk bui pokoknya,1
@doyiounk EH JANGAN SEBAR FOTO RL BEGITU DY.,0
@recehtapisayng Belom ada yg spill IG nya kah atau alamat rumahnya ,1
@tanyakanrl Kalo misalnya pake foto kamu baru aku spill,0
Dulu pas di rumah serang gini tau nya kang pecel lele lg beres ,0
@Soobatreceh Sebar foto fitnah sm jg dengan fitnah yg menjatuhkan orang lain,0
@hell0wings abis ni w spill di wa mu yh,0
@KangManto123 Spill foto cewenya dong ,1
@kyeomq COBA SPILL SINI FOTO YANG LU PAKE AVA,0
@yudhoaw_ eh spill foto rumah tuu,0
@mondaeblu spill muka mokondo?,1
@tanyakanrl Spill coba muka ceweknya mau gw nilai ceweknya kayak gimana bentuknya,1
@veronikabcde Dah ada yg spill mukanya kah kak?,1
Fess spill per aci an fav kalian versi sender ada cilor dan cilung (tp gk ada fotonya) https://t.co/12y80Cptu1,0
@Debby_Serang Alamat Kupang ko?,0
@nikinthil Ya apa perlu gua spill,0
@fajarnugros Deket rumah gw ini smp nya. Spill orangnya lah,1
@kegblgnunfaedh Spill muka istri + selingkuhannya,1
@ArdiansyahTanto @ci666arettee @bunyday @tanyakanrl Spill kek apa mukanya,1
@iamzofirda @recehtapisayng Spill nomor anjing banget sih gak punya perasaan goblog adu tembak lah jarak 5 meter ..,1
@gglowbugg kak spill nomor pelakor yg baru,1
@Retarol07 Yang kenal nih org di rl spill aja mukanya biar netizen rating sejelek apa dia di rl,1
@SNH48YYQ u pasti bakal spill muka yangyang,0
@istri_direktur @tanyakanrl @_emonzz Spill mukanya dong ka pengen maki dalam hati,1
@doyjaefvngrll Kak video nya minta di TK udah ada peringatan katanya jangan sebar foto/video kondisi stage,0
spill aja nomor wasapnya.,1
@yaukarina Spill dulu muka anaknya,1
@lovedaysie SHIL YAAMPUN jahat bgt dah ada2 aja ngescam begituuu spill aja semua data diri alamat dia jg yg ada,1
oknum @.offgun tolong spill fotonya ,1
@cinuamoroll di spill aja kak nomernya biar ntar msuk ke sb,1
@mrsbeannie @convomfs Ada yg lain. Bsok ak spill di wa,0
@erzaalfikri_ @tanyakanrl spill fotonya kak,0
@akujgmw @sosmedkeras Orang² minta spill muka yg ga di sensor lu malah spill kontol,0
@tanyarlfes Spill nomer ama akun sosmednya nderr,1
@soundofcryingz @convomfs spill foto sim muh,0
@miwnny MAKSUDNYA KALAU MISALNYA DIA MARAH KITA BULI TERUS MARAHNYA BAWA SIRKEL KITA SEBARIN AJA ALAMAT RUMAHNYA KE FANSNYA,1
Gaes spill dong foto kalian pake jahim!,0
@arroyanmghfrn_ Lu ngapain posting muka2 orang lain segala? Masalahnya 1 orang trus yg foto sama dia lu sebar semua. Kaga jelas,0
@chocoyal @tanyakanrl Coba spill mukanya biar pasti ,1
@CakD3pp tinggal foto orangnya trus sebarin ke grub2x lokal bakal terkenal,1
@tanyarlfes spill nder nomornya greget bgt anjjj,1
@AREAJULID Spill bocil2 sd yg ngebully dong kepo sama muka nya pen gua gibeng,1
@joonvg mau tak spill gk muka si beruk vs aku wkwkwk,0
@Bejo_Sugihart0 Foto 1 kayaknya serang foto 2..villa 2,0
Spill foto terbaru,0
@brightedwined spill mau liat muka bentuk babi otak udang gimana,1
@pompomfess OM NYA INI NOMOR KONTAKNYA BERAPA PLS SPILL https://t.co/zcEAcpmunl,1
@spidermaca Udh di spill kah mukanya?,1
@Hororuya iya.. penasaran muka cwk nya kek gimana gak ada yang spill kah ,1
@marimainpiano Spill aja disini satu2 medsos atau no hp yg ga datang padahal dah janjian itu,1
@niwawaaaaaa Spill nomornya ya ,1
yak skrg aku mau spill keranjang nomor 10 yah https://t.co/vNMtn71CHy,0
@myotherself____ Di spill juga akhirnya dan masih utuh. Ehh itu foto kapan btw wkwkwkwkwk,0
di serang poto reva bertubi tubi https://t.co/MHkhZo534p,0
@petitegirII Spill nomor wa pribadi nya,1
@corntoul Spill dong mukanya ganteng,0
Pasti di hp cy ada foto ks spill gak!!!,0
@tata_natta0894 NAPA SI SEBAR LUASIN FOTO AKU SM PCR AKU,0
@seiishiron weishh doxxing nih spall spill... btw bukan kok ini temen ku yang deket sama rumah dia,0
@BukanMixer spill foto gasi,0
@tanyarlfes spill nomernya aku spam nder,1
@kegblgnunfaedh spill rumah nya dunggg,0
Spill fotonya dong manizz https://t.co/JMzuJsAiUD,0
@indocringe_ Spill muka aslinya,1
spill nomor wa nya kak https://t.co/3l5zN07CxV,0
@ousdeby @sicarikarve minimal spill foto sih SIL FOSIL ygy @sicarikarve,0
@f_hssn Gila babi apa cita ni mob serang rumah ni,0
@amberneroli wa spill wa 98 kah,0
@idextratime Berani spill muka gue tf 500 rb ti. Capture aja. Ada yg mau nambahin?,0
@aroongg spill longchamp sm muka masnya,1
@tanyarlfes spill foto paling menarik menurutmu,0
Buset ini srius di doxxing alamatnya?,0
@Hyknn2 Serang aja gpp rumahnya deket klinik https://t.co/bSkdpXSyYA,1
Coba spill muka sama akunnya. Biar dikramasi netijen indonesia.,1
@youngruby_ @evidiani @convomfs Kak ini pada minta spill nomor pcnya emg kenapa ya,0
@jimidday Spill nomernya kak,1
@iniiiecaa spill mukanya ga sih kekeke,1
@godessladyy spill detail ke WA ya kak.. gaskeun,0
@ofdetoyou kayak yg aku sebarin ktpnya aja ya Tuhan Allahku,0
@belvadyka @tanyakanrl Spill muka laki &amp; cewe nya sekalian istri sah nya yg jelas mukanya ada?,1
@oreorasaeskrim lahh iya itu coba spill no wa nya,1
@Aditction Saya spill di WA ndan monggo di cek,0
@liberouno_ Diam sebelum gue spill data ktp lengkap lu,0
@tanyarlfes Spill muka cowokmu yg sok ganteng itu nder biar kita silaturahmi,1
@petrifficusttls @gwarntee Spill fotonya dongg,0
@dishopra Haruskah di sebar no WA nya,0
@roastednchn spill muka katingnya,1
@schfess 7/10 masih solid² nya walaupun aura aura circle udh ke spill dikit²,0
Harus di spill nomor nya ini mah,1
@heymickeyy21 @rossehh spill nomernya kaaa kita terror,1
Spill bio wa Ter alay kalian ,0
@lameilaaa @Askrlfess Spill nomernya sini kubantu neror ,1
dah sebar foto foto cwk cantiknya,0
@orangcueekk jelek muka lu tolol spill ig ktp npwp semuanya,1
@brightedwined spill aja mukanya,1
@AREAJULID ayo cepat spill dong muka 9 peranakan biji ketumbar ini.,1
@tanyakanrl Spill kalimat ajg di wa kalian,0
-star spill foto cwok atau cwekmu yang bnw itu dong sender first: https://t.co/MvpjC4v3m8,0
@Julian51758164 @otak_geser2021 Maksud dari kalimat gpp ini kan bentuk demokrasi. Sudah sangat jelas bahwa penulis sangat setuju kalo rumah pembakar Al Qur'an itu di serang para demonstran muslim.,0
@yathaa4 Bisa kk spill alamat mnju hatiny yh -mx,0
@convomfs Spill aja nomernya biar kita ajakin gelud kzl bgt,1
nah! bener. hrsnya mah muka lakinya dulu yg di spill. jelas2 lakinya yg kek dakjal,1
@SoftWarNews Foto buatan AI lu sebar ,0
@loveatmcd spill foto nya dong lagi pengen liat panci,0
@mazzini_gsp Spill muka polisinya,1
Anak2 jebew nii pelit bgt spill foto ,0
@unmagnetism Udah ada yg spill mukanya blm un?,1
@joyzeee22 spill nomer bapakmu,1
@puteri_26 spill mukanya,1
Doxxing kok setengah setengah langsung lah semua nya NIK nama ibu dll WKWKWKW,1
Kenapa gak di spill sama muka nya meks ? #timsekop,1
masih nunggu spill an foto anak2 yg ini terus ntar dijj in https://t.co/ZHDkUhGZjC,0
@infotwitwor_ ahpaling paling akun bocil umur sd smp itu coba spill sini mukanya,1
@crwYUKI KOK ga spill muka,0
Jangan lupa cari kakak ini ges nanti aku spill mukanya biar gampang nyari,1
yang pernah kena bintitan mata yang bagian kelopak mata tiba tiba bengkak gituspill obatnya dong w ga pede keluar rumah,0
@txtviral45 Buru dah yang punya sosmed nya sebar semua disini atau ga no Hp nya kita kasih sangksi sosial nomer hp ibu bapaknya kalo perlu,1
@ma96num spill.muka yg skrmg,0
